JAARTAL,STRAATNAAM,POSTCODE_VAN,POSTCODE_TOT,PRODUCTSOORT,Aantal Aansluitingen,%Leveringsrichting,%Fysieke status,%Soort aansluiting,Soort aansluiting Naam,SJV,%SJV laag tarief,%Slimme Meter
2018,Tweede Anjeliersdwstr,1015NS,1015NS,0,10,8,9,70,3x25,2857,2,0
2018,Tweede Anjeliersdwstr,1015NS,1015NT,1,39,10,9,92,G4,1433,0,0
2018,Tweede Anjeliersdwstr,1015NT,1015NT,0,37,10,8,51,1x25,3184,2,0
2018,Madelievenstraat,1015NV,1015NV,0,50,9,8,44,1x25,1848,4,2
2018,Madelievenstraat,1015NV,1015NV,1,36,10,9,100,G4,1003,0,3
2018,Slootstraat,1015NW,1015NX,0,34,10,9,88,1x35,1792,9,8
2018,Slootstraat,1015NW,1015NX,1,30,10,9,100,G4,1063,0,8
2018,Tuinstraat,1015NZ,1015NZ,0,56,10,9,84,1x25,1611,5,4
2018,Tuinstraat,1015NZ,1015NZ,1,49,10,9,98,G4,894,0,4
2018,Tuinstraat,1015PA,1015PA,0,28,10,9,39,1x35,1646,3,2
2018,Tuinstraat,1015PA,1015PA,1,26,10,9,100,G4,1022,0,1
2018,Tuinstraat,1015PB,1015PB,0,38,10,8,45,1x35,2098,2,0
2018,Tuinstraat,1015PB,1015PB,1,31,10,8,87,G4,1408,0,0
2018,Tuinstraat,1015PC,1015PC,0,16,10,9,56,1x25,2696,5,3
2018,Tuinstraat,1015PC,1015PC,1,15,10,8,80,G4,1900,0,3
2018,Tuinstraat,1015PD,1015PD,0,32,10,9,72,1x25,2043,5,4
2018,Tuinstraat,1015PD,1015PD,1,29,10,9,93,G4,1023,0,3
2018,Tuinstraat,1015PE,1015PE,0,54,10,9,59,1x25,2454,3,2
2018,Tuinstraat,1015PE,1015PE,1,46,10,9,98,G4,1149,0,1
2018,Tuinstraat,1015PG,1015PG,0,40,10,9,75,1x25,1843,2,1
2018,Tuinstraat,1015PG,1015PG,1,37,10,9,92,G4,1032,0,1
2018,Tuinstraat,1015PH,1015PH,0,38,10,9,68,1x25,1879,4,3
2018,Tuinstraat,1015PH,1015PH,1,35,10,9,100,G4,1060,0,2
2018,Tuinstraat,1015PJ,1015PJ,0,23,10,9,61,1x25,1740,2,1
2018,Tuinstraat,1015PJ,1015PJ,1,20,10,9,100,G4,790,0,0
2018,Tuinstraat,1015PK,1015PK,0,37,10,9,73,1x25,1498,2,1
2018,Tuinstraat,1015PK,1015PK,1,30,10,9,93,G4,878,0,0
2018,Egelantiersstraat,1015PL,1015PL,0,30,10,9,37,1x35,1941,9,8
2018,Egelantiersstraat,1015PL,1015PL,1,23,10,9,100,G4,1165,0,9
2018,Egelantiersstraat,1015PP,1015PP,0,23,10,9,91,1x25,1677,4,2
2018,Egelantiersstraat,1015PP,1015PP,1,19,10,9,100,G4,968,0,2
2018,Egelantiersstraat,1015PR,1015PR,0,46,10,9,70,1x35,4309,3,1
2018,Egelantiersstraat,1015PR,1015PR,1,41,10,9,93,G4,1065,0,1
2018,Egelantiersstraat,1015PS,1015PS,0,47,10,9,81,1x25,1487,2,1
2018,Egelantiersstraat,1015PS,1015PS,1,42,10,9,100,G4,954,0,1
2018,Egelantiersstraat,1015PT,1015PT,0,66,10,9,61,1x25,1688,1,0
2018,Egelantiersstraat,1015PT,1015PT,1,60,10,9,100,G4,905,0,0
2018,Egelantiersstraat,1015PV,1015PV,0,38,10,7,45,3x25,3394,2,1
2018,Egelantiersstraat,1015PV,1015PV,1,28,10,9,96,G4,1365,0,1
2018,Egelantiersstraat,1015PW,1015PW,0,36,10,9,47,1x25,1606,3,2
2018,Egelantiersstraat,1015PW,1015PW,1,27,10,9,96,G4,1196,0,2
2018,Egelantiersstraat,1015PX,1015PX,0,21,10,9,62,1x25,2186,6,4
2018,Egelantiersstraat,1015PX,1015PX,1,17,10,9,94,G4,1053,0,3
2018,Egelantiersstraat,1015PZ,1015PZ,0,33,10,9,58,1x25,1777,1,0
2018,Egelantiersstraat,1015PZ,1015PZ,1,29,10,9,97,G4,1274,0,0
2018,Egelantiersstraat,1015RA,1015RA,0,50,10,8,70,1x25,2648,5,3
2018,Egelantiersstraat,1015RA,1015RA,1,42,10,9,88,G4,1469,0,4
2018,Egelantiersgracht,1015RB,1015RB,0,32,10,9,88,1x25,1863,3,2
2018,Egelantiersgracht,1015RB,1015RB,1,29,10,9,90,G4,1237,0,2
2018,Egelantiersgracht,1015RC,1015RC,0,34,10,9,59,1x25,1925,5,3
2018,Egelantiersgracht,1015RC,1015RC,1,26,10,9,92,G4,1130,0,3
2018,Egelantiersgracht,1015RD,1015RD,0,31,10,9,87,1x25,1774,5,4
2018,Egelantiersgracht,1015RD,1015RD,1,27,10,9,81,G4,1486,0,4
2018,Egelantiersgracht,1015RE,1015RE,0,41,10,8,54,1x25,2192,4,3
2018,Egelantiersgracht,1015RE,1015RE,1,34,10,9,88,G4,1404,0,3
2018,Egelantiersgracht,1015RG,1015RG,0,43,10,9,51,1x25,2429,2,1
2018,Egelantiersgracht,1015RG,1015RG,1,40,10,9,95,G4,1007,0,1
2018,Egelantiersgracht,1015RH,1015RH,0,27,10,9,48,1x25,2908,5,3
2018,Egelantiersgracht,1015RH,1015RH,1,24,10,9,79,G4,1475,0,3
2018,Egelantiersgracht,1015RJ,1015RJ,0,28,10,9,57,1x25,1990,1,0
2018,Egelantiersgracht,1015RJ,1015RJ,1,27,10,8,96,G4,1212,0,1
2018,Egelantiersgracht,1015RK,1015RK,0,16,10,9,63,1x25,3154,2,0
2018,Egelantiersgracht,1015RK,1015RK,1,15,10,9,93,G4,1813,0,0
2018,Egelantiersgracht,1015RL,1015RL,0,42,10,9,74,1x25,3546,3,1
2018,Egelantiersgracht,1015RL,1015RL,1,36,10,9,94,G4,1506,0,1
2018,Egelantiersgracht,1015RM,1015RM,0,49,10,9,55,1x25,1818,2,1
2018,Egelantiersgracht,1015RM,1015RM,1,43,10,9,88,G4,1453,0,1
2018,Egelantiersgracht,1015RN,1015RR,0,143,9,8,43,1x25,2634,3,1
2018,Egelantiersgracht,1015RN,1015RR,1,123,10,9,89,G4,1408,0,1
2018,Egelantiersgracht,1015RS,1015RS,0,39,10,9,51,3x25,1491,7,7
2018,Egelantiersgracht,1015RS,1015RS,1,25,10,9,96,G4,1605,0,6
2018,Eerste Tuindwarsstraat,1015RT,1015RT,0,23,10,9,65,1x25,1865,3,0
2018,Eerste Tuindwarsstraat,1015RT,1015RT,1,21,10,9,95,G4,1277,0,0
2018,Eerste Tuindwarsstraat,1015RV,1015RV,0,28,10,7,61,1x25,2129,4,2
2018,Eerste Tuindwarsstraat,1015RV,1015RV,1,21,10,9,90,G4,1246,0,2
2018,Eerste Egelantiersdwstr,1015RW,1015RW,0,25,10,9,80,1x25,2287,6,5
2018,Eerste Egelantiersdwstr,1015RW,1015RW,1,23,10,9,96,G4,1314,0,5
2018,Tweede Tuindwarsstraat,1015RX,1015RX,0,26,10,6,46,1x25,8411,3,2
2018,Tweede Tuindwarsstraat,1015RX,1015RX,1,16,10,9,88,G4,1845,0,3
2018,Tweede Tuindwarsstraat,1015RZ,1015RZ,0,28,10,8,43,1x25,7885,3,1
2018,Tweede Tuindwarsstraat,1015RZ,1015RZ,1,23,10,9,96,G4,1544,0,1
2018,Tweede Egelantiersdwstr,1015SB,1015SB,0,25,9,8,68,1x25,4767,4,2
2018,Tweede Egelantiersdwstr,1015SB,1015SB,1,22,10,9,95,G4,1143,0,2
2018,Tweede Egelantiersdwstr,1015SC,1015SC,0,26,10,9,54,1x25,4198,3,1
2018,Tweede Egelantiersdwstr,1015SC,1015SC,1,25,10,8,80,G4,1863,0,1
2018,Derde Egelantiersdwstr,1015SE,1015SE,0,35,10,9,66,1x25,2160,3,2
2018,Derde Egelantiersdwstr,1015SE,1015SE,1,30,10,9,93,G4,1089,0,1
2018,Derde Egelantiersdwstr,1015SG,1015SG,0,13,10,9,54,1x25,1842,5,4
2018,Derde Egelantiersdwstr,1015SG,1015SG,1,11,10,9,91,G4,1077,0,3
2018,Nieuwe Leliestraat,1015SH,1015SH,0,31,9,6,58,3x25,2513,3,1
2018,Nieuwe Leliestraat,1015SH,1015SH,1,26,10,7,77,G4,1315,0,1
2018,Nieuwe Leliestraat,1015SJ,1015SJ,0,37,9,8,49,1x25,1844,6,5
2018,Nieuwe Leliestraat,1015SJ,1015SJ,1,30,10,9,100,G4,1305,0,5
2018,Nieuwe Leliestraat,1015SK,1015SK,0,28,10,9,64,1x25,2801,3,2
2018,Nieuwe Leliestraat,1015SK,1015SK,1,24,10,9,100,G4,1574,0,1
2018,Nieuwe Leliestraat,1015SL,1015SL,0,25,10,9,64,1x25,2515,3,1
2018,Nieuwe Leliestraat,1015SL,1015SL,1,21,10,9,100,G4,953,0,1
2018,Nieuwe Leliestraat,1015SM,1015SM,0,13,10,9,62,1x25,2192,3,2
2018,Nieuwe Leliestraat,1015SM,1015SM,1,12,10,9,100,G4,1218,0,2
2018,Nieuwe Leliestraat,1015SN,1015SN,0,26,10,9,77,1x25,2903,1,0
2018,Nieuwe Leliestraat,1015SN,1015SN,1,25,10,9,100,G4,1374,0,0
2018,Nieuwe Leliestraat,1015SP,1015SP,0,32,10,8,56,1x25,4225,3,0
2018,Nieuwe Leliestraat,1015SP,1015SP,1,23,10,9,87,G4,1302,0,0
2018,Nieuwe Leliestraat,1015SR,1015SR,0,29,10,9,72,1x25,1771,4,3
2018,Nieuwe Leliestraat,1015SR,1015SR,1,25,10,9,100,G4,961,0,3
2018,Nieuwe Leliestraat,1015ST,1015ST,0,34,10,9,74,1x25,3238,4,2
2018,Nieuwe Leliestraat,1015ST,1015ST,1,32,10,9,94,G4,1521,0,1
2018,Nieuwe Leliestraat,1015SV,1015SV,0,39,10,8,79,1x25,1747,6,5
2018,Nieuwe Leliestraat,1015SV,1015SV,1,34,10,8,97,G4,1064,0,4
2018,Nieuwe Leliestraat,1015SW,1015SW,0,23,10,9,87,1x25,2129,5,4
2018,Nieuwe Leliestraat,1015SW,1015SW,1,21,10,9,100,G4,1137,0,4
2018,Nieuwe Leliestraat,1015SX,1015SX,0,42,9,9,43,1x25,1542,3,2
2018,Nieuwe Leliestraat,1015SX,1015SX,1,33,10,9,94,G4,1035,0,2
2018,Eerste Leliedwarsstraat,1015SZ,1015SZ,0,22,10,7,50,1x25,2446,4,3
2018,Eerste Leliedwarsstraat,1015SZ,1015SZ,1,19,10,8,95,G4,1648,0,3
2018,Eerste Leliedwarsstraat,1015TA,1015TA,0,29,10,9,55,1x25,2022,4,2
2018,Eerste Leliedwarsstraat,1015TA,1015TA,1,26,10,9,92,G4,1199,0,2
2018,Tweede Leliedwarsstraat,1015TB,1015TB,0,35,10,7,51,1x25,1990,3,3
2018,Tweede Leliedwarsstraat,1015TB,1015TB,1,28,10,8,100,G4,1093,0,3
2018,Tweede Leliedwarsstraat,1015TC,1015TC,0,18,10,9,61,1x25,3242,3,2
2018,Tweede Leliedwarsstraat,1015TC,1015TC,1,16,10,9,94,G4,1362,0,2
2018,Derde Leliedwarsstraat,1015TD,1015TD,0,19,10,9,74,1x25,1705,6,5
2018,Derde Leliedwarsstraat,1015TD,1015TD,1,18,10,9,100,G4,1092,0,3
2018,Derde Leliedwarsstraat,1015TE,1015TE,0,33,10,9,73,1x25,2182,4,3
2018,Derde Leliedwarsstraat,1015TE,1015TE,1,30,10,9,100,G4,1019,0,2
2018,Bloemgracht,1015TH,1015TH,0,19,10,9,95,1x25,1369,1,0
2018,Bloemgracht,1015TH,1015TH,1,17,10,9,94,G4,929,0,0
2018,Bloemgracht,1015TJ,1015TJ,0,24,10,9,50,1x25,2739,2,1
2018,Bloemgracht,1015TJ,1015TJ,1,22,10,9,82,G4,1538,0,0
2018,Bloemgracht,1015TK,1015TK,0,15,10,7,80,3x25,2636,3,1
2018,Bloemgracht,1015TK,1015TK,1,14,10,7,71,G4,1341,0,2
2018,Bloemgracht,1015TL,1015TL,0,34,10,8,53,1x35,1830,6,5
2018,Bloemgracht,1015TL,1015TL,1,27,10,9,85,G4,1780,0,5
2018,Bloemgracht,1015TM,1015TM,0,29,8,8,52,1x35,3132,3,0
2018,Bloemgracht,1015TM,1015TM,1,24,10,9,63,G4,2050,0,0
2018,Bloemgracht,1015TN,1015TP,0,39,10,9,56,1x25,4333,3,2
2018,Bloemgracht,1015TN,1015TP,1,35,10,9,86,G4,2110,0,2
2018,Bloemgracht,1015TR,1015TR,0,16,10,7,50,3x25,1788,7,5
2018,Bloemgracht,1015TR,1015TR,1,11,10,9,100,G4,1545,0,6
2018,Bloemgracht,1015TS,1015TS,0,18,10,7,67,3x25,4891,6,4
2018,Bloemgracht,1015TS,1015TS,1,12,10,8,75,G4,1957,0,4
2018,Bloemgracht,1015TT,1015TT,0,21,10,9,57,1x35,2636,3,2
2018,Bloemgracht,1015TT,1015TT,1,18,10,9,94,G4,1561,0,2
2018,Bloemgracht,1015TV,1015TV,0,57,10,9,75,1x25,2020,2,1
2018,Bloemgracht,1015TV,1015TV,1,53,10,9,92,G4,1243,0,0
2018,Marnixstraat,1015TW,1015TW,0,25,10,9,80,1x25,1463,8,7
2018,Marnixstraat,1015TW,1015TW,1,21,10,9,95,G4,929,0,9
2018,Marnixstraat,1015TX,1015TX,0,16,10,9,88,1x25,1819,10,9
2018,Marnixstraat,1015TX,1015TX,1,15,10,9,93,G4,827,0,9
2018,Marnixstraat,1015TZ,1015VA,0,23,10,9,91,1x25,2469,5,3
2018,Marnixstraat,1015TZ,1015VA,1,23,10,9,100,G4,939,0,3
2018,Marnixstraat,1015VB,1015VB,0,28,10,9,93,1x25,2109,2,1
2018,Marnixstraat,1015VB,1015VB,1,27,10,9,100,G4,871,0,1
2018,Marnixstraat,1015VC,1015VC,0,51,10,5,39,3x25,2002,2,0
2018,Marnixstraat,1015VC,1015VC,1,24,10,9,100,G4,843,0,0
2018,Marnixstraat,1015VD,1015VD,0,52,10,4,52,3x25,2553,1,0
2018,Marnixstraat,1015VD,1015VD,1,21,10,9,95,G4,1181,0,0
2018,Marnixstraat,1015VE,1015VE,0,47,10,4,43,1x35,1389,2,0
2018,Marnixstraat,1015VE,1015VE,1,19,10,9,100,G4,694,0,0
2018,Marnixstraat,1015VG,1015VG,0,63,10,5,49,3x25,2249,1,0
2018,Marnixstraat,1015VG,1015VG,1,29,10,9,93,G4,999,0,0
2018,Marnixstraat,1015VH,1015VH,0,58,10,4,52,3x25,1784,0,0
2018,Marnixstraat,1015VH,1015VH,1,23,10,9,100,G4,664,0,0
2018,Marnixstraat,1015VJ,1015VJ,0,59,10,4,46,3x25,3546,3,1
2018,Marnixstraat,1015VJ,1015VJ,1,22,10,9,95,G4,662,0,4
2018,Marnixstraat,1015VK,1015VK,0,26,10,9,92,1x25,2376,1,0
2018,Marnixstraat,1015VK,1015VK,1,24,10,9,100,G4,716,0,0
2018,Marnixstraat,1015VL,1015VL,0,21,10,9,95,1x25,2024,0,0
2018,Marnixstraat,1015VL,1015VL,1,20,10,9,100,G4,718,0,0
2018,Marnixstraat,1015VM,1015VM,0,35,10,9,83,1x25,1816,1,0
2018,Marnixstraat,1015VM,1015VM,1,33,10,9,97,G4,669,0,0
2018,Marnixstraat,1015VN,1015VN,0,32,9,9,59,1x35,2128,3,2
2018,Marnixstraat,1015VN,1015VN,1,30,10,9,100,G4,713,0,1
2018,Marnixstraat,1015VP,1015VP,0,21,10,9,100,1x35,2296,0,0
2018,Marnixstraat,1015VP,1015VP,1,21,10,9,100,G4,706,0,0
2018,Marnixstraat,1015VR,1015VR,0,22,10,9,95,1x35,2058,1,0
2018,Marnixstraat,1015VR,1015VR,1,21,10,9,100,G4,716,0,0
2018,Marnixstraat,1015VS,1015VS,0,37,10,9,78,1x35,2533,1,0
2018,Marnixstraat,1015VS,1015VS,1,32,10,9,100,G4,716,0,0
2018,Marnixstraat,1015VT,1015VT,0,35,10,9,46,1x35,1618,6,4
2018,Marnixstraat,1015VT,1015VT,1,27,10,9,96,G4,622,0,5
2018,Marnixstraat,1015VV,1015VV,0,35,10,9,60,1x35,1958,2,1
2018,Marnixstraat,1015VV,1015VV,1,31,10,9,100,G4,520,0,1
2018,Marnixstraat,1015VW,1015VW,0,29,10,8,86,1x25,1198,4,2
2018,Marnixstraat,1015VW,1015VW,1,23,10,9,96,G4,638,0,1
2018,Marnixstraat,1015VX,1015VX,0,44,10,7,45,1x35,3468,3,1
2018,Marnixstraat,1015VX,1015VX,1,39,10,8,82,G4,1093,0,1
2018,Marnixstraat,1015VZ,1015VZ,0,37,10,9,43,1x35,3003,4,3
2018,Marnixstraat,1015VZ,1015VZ,1,30,10,9,93,G4,806,0,2
2018,Marnixstraat,1015WB,1015WB,0,28,10,9,57,1x25,1256,2,1
2018,Marnixstraat,1015WB,1015WB,1,24,10,9,100,G4,278,0,0
2018,Marnixstraat,1015WC,1015WC,0,33,10,8,70,1x25,1367,1,0
2018,Marnixstraat,1015WC,1015WC,1,24,10,9,100,G4,334,0,0
2018,Marnixstraat,1015WD,1015WD,0,29,10,9,83,1x25,1671,2,1
2018,Marnixstraat,1015WD,1015WD,1,24,10,9,100,G4,315,0,0
2018,Marnixstraat,1015WE,1015WE,0,55,10,7,47,1x25,1239,1,0
2018,Marnixstraat,1015WE,1015WE,1,51,10,8,84,G4,645,0,0
2018,Marnixstraat,1015WG,1015WG,0,32,10,9,78,1x25,1201,2,0
2018,Marnixstraat,1015WG,1015WG,1,29,10,9,100,G4,527,0,0
2018,Marnixstraat,1015WH,1015WH,0,29,10,7,45,1x35,1809,7,6
2018,Marnixstraat,1015WH,1015WH,1,30,10,6,97,G4,680,0,5
2018,Marnixstraat,1015WJ,1015WJ,0,28,10,9,71,1x25,1209,4,3
2018,Marnixstraat,1015WJ,1015WJ,1,28,10,9,100,G4,615,0,3
2018,Marnixstraat,1015WK,1015WK,0,36,10,9,58,1x25,2770,4,2
2018,Marnixstraat,1015WK,1015WK,1,32,10,9,94,G4,1889,0,2
2018,Marnixstraat,1015WL,1015WL,0,17,10,9,47,1x25,2267,4,3
2018,Marnixstraat,1015WL,1015WL,1,13,10,9,85,G4,1556,0,3
2018,Marnixstraat,1015WN,1015WN,0,18,10,9,78,1x25,1912,1,0
2018,Marnixstraat,1015WN,1015WN,1,16,10,9,94,G4,715,0,0
2018,Marnixstraat,1015WP,1015WP,0,18,10,8,83,1x25,2471,2,0
2018,Marnixstraat,1015WP,1015WP,1,16,10,9,100,G4,474,0,0
2018,Marnixstraat,1015WR,1015WR,0,21,10,7,76,1x25,1949,2,0
2018,Marnixstraat,1015WR,1015WR,1,16,10,9,100,G4,488,0,0
2018,Marnixstraat,1015WS,1015WS,0,21,10,8,81,1x25,3130,3,0
2018,Marnixstraat,1015WS,1015WS,1,16,10,9,100,G4,520,0,1
2018,Marnixstraat,1015WT,1015WT,0,27,10,8,85,1x25,2240,2,0
2018,Marnixstraat,1015WT,1015WT,1,24,10,9,100,G4,453,0,0
2018,Marnixstraat,1015WV,1015WV,0,23,10,9,100,1x25,2167,0,0
2018,Marnixstraat,1015WV,1015WV,1,23,10,9,100,G4,444,0,0
2018,Marnixstraat,1015WX,1015WX,0,28,10,8,86,1x25,3090,2,0
2018,Marnixstraat,1015WX,1015WX,1,24,10,9,100,G4,402,0,0
2018,Nieuwe Egelantiersstraat,1015WZ,1015WZ,0,37,10,8,70,1x25,2463,1,0
2018,Nieuwe Egelantiersstraat,1015WZ,1015WZ,1,34,10,9,94,G4,787,0,0
2018,Westerkade,1015XA,1015XA,0,27,10,9,89,1x25,1425,5,4
2018,Westerkade,1015XA,1015XA,1,24,10,9,100,G4,320,0,3
2018,Westerkade,1015XB,1015XB,0,27,10,9,81,1x25,1363,3,1
2018,Westerkade,1015XB,1015XB,1,24,10,9,100,G4,255,0,0
2018,Westerkade,1015XC,1015XC,0,27,10,9,85,1x25,1598,2,1
2018,Westerkade,1015XC,1015XC,1,24,10,9,100,G4,301,0,0
2018,Westerkade,1015XD,1015XD,0,47,10,8,62,1x35,892,1,0
2018,Westerkade,1015XD,1015XD,1,44,10,7,93,G4,398,0,0
2018,Westerkade,1015XE,1015XE,0,34,10,9,53,1x25,2032,3,2
2018,Westerkade,1015XE,1015XE,1,31,10,9,100,G4,504,0,2
2018,Marnixstraat,1015XH,1015XH,0,18,10,8,67,1x35,3490,5,4
2018,Marnixstraat,1015XH,1015XH,1,15,10,9,100,G4,1238,0,3
2018,Marnixstraat,1015XJ,1015XJ,0,39,10,9,51,1x35,1535,2,1
2018,Marnixstraat,1015XJ,1015XJ,1,35,10,9,100,G4,866,0,0
2018,Marnixstraat,1015XK,1015XK,0,55,10,9,60,1x35,1215,2,0
2018,Marnixstraat,1015XK,1015XK,1,48,10,9,98,G4,646,0,0
2018,Marnixkade,1015XL,1015XL,0,14,10,9,57,1x25,1096,6,5
2018,Marnixkade,1015XL,1015XL,1,12,10,9,100,G4,1127,0,4
2018,Marnixkade,1015XM,1015XM,0,48,10,8,73,1x35,1654,3,2
2018,Marnixkade,1015XM,1015XM,1,36,10,9,97,G4,928,0,2
2018,Marnixkade,1015XN,1015XN,0,36,10,9,78,1x35,1492,1,0
2018,Marnixkade,1015XN,1015XN,1,32,10,9,100,G4,1025,0,0
2018,Marnixkade,1015XP,1015XP,0,38,10,9,79,1x35,1640,0,0
2018,Marnixkade,1015XP,1015XP,1,35,10,9,91,G4,1127,0,0
2018,Marnixkade,1015XR,1015XR,0,52,10,5,56,3x25,3070,6,4
2018,Marnixkade,1015XR,1015XR,1,43,10,5,98,G4,953,0,4
2018,Marnixkade,1015XS,1015XS,0,30,10,9,53,1x25,2062,3,2
2018,Marnixkade,1015XS,1015XS,1,29,10,9,97,G4,992,0,2
2018,Marnixkade,1015XT,1015XT,0,34,10,9,56,1x25,1577,4,3
2018,Marnixkade,1015XT,1015XT,1,31,10,9,100,G4,1009,0,2
2018,Marnixkade,1015XV,1015XV,0,34,10,9,59,1x35,2011,4,3
2018,Marnixkade,1015XV,1015XV,1,28,10,9,96,G4,1519,0,2
2018,Marnixkade,1015XW,1015XW,0,34,10,9,76,1x25,1328,3,2
2018,Marnixkade,1015XW,1015XW,1,29,10,9,100,G4,1130,0,1
2018,Marnixkade,1015XX,1015XX,0,30,10,9,80,1x25,2787,3,2
2018,Marnixkade,1015XX,1015XX,1,27,10,9,93,G4,987,0,3
2018,1E MARNIXPLNTS AB,1015XZ,1015ZB,0,15,10,7,73,1x25,2053,2,0
2018,1E MARNIXPLNTS AB,1015XZ,1015ZB,1,12,10,9,100,G4,1138,0,0
2018,Marnixkade AB,1015ZC,1015ZD,0,21,10,9,81,1x25,1515,1,0
2018,Marnixkade AB,1015ZC,1015ZD,1,18,10,9,100,G4,1110,0,0
2018,Marnixkade,1015ZE,1015ZE,0,42,10,8,55,1x25,1993,7,6
2018,Marnixkade,1015ZE,1015ZE,1,36,10,8,100,G4,963,0,6
2018,Marnixkade,1015ZG,1015ZG,0,37,10,6,49,1x25,1836,3,2
2018,Marnixkade,1015ZG,1015ZG,1,27,10,7,74,G4,1150,0,1
2018,Marnixkade,1015ZH,1015ZH,0,62,10,5,48,1x25,1977,5,4
2018,Marnixkade,1015ZH,1015ZH,1,50,10,6,100,G4,815,0,4
2018,Marnixkade,1015ZJ,1015ZJ,0,49,10,6,43,3x25,2004,6,5
2018,Marnixkade,1015ZJ,1015ZJ,1,40,10,6,100,G4,815,0,5
2018,Marnixkade,1015ZK,1015ZK,0,35,10,9,51,1x25,2072,3,1
2018,Marnixkade,1015ZK,1015ZK,1,33,10,8,94,G4,1052,0,2
2018,Marnixkade,1015ZL,1015ZL,0,42,10,7,55,3x25,2224,7,5
2018,Marnixkade,1015ZL,1015ZL,1,32,10,8,97,G4,1285,0,6
2018,Marnixplein,1015ZM,1015ZN,0,59,10,8,49,1x35,2055,2,1
2018,Marnixplein,1015ZN,1015ZN,1,45,10,9,100,G4,867,0,0
2018,Tweede Marnixplantsoen,1015ZP,1015ZP,0,16,10,9,38,1x25,2249,5,4
2018,Tweede Marnixplantsoen,1015ZP,1015ZP,1,12,10,9,92,G4,1252,0,5
2018,Nieuwe Tuinstraat,1015ZR,1015ZR,0,15,10,9,60,1x25,3144,2,1
2018,Nieuwe Tuinstraat,1015ZR,1015ZR,1,12,10,9,92,G4,1655,0,0
2018,Singel,1016AA,1016AA,0,65,10,9,63,1x35,4104,2,0
2018,Singel,1016AA,1016AA,1,63,10,9,92,G4,1359,0,0
2018,Singel,1016AB,1016AB,0,22,10,8,45,3x25,14780,4,3
2018,Singel,1016AB,1016AB,1,16,10,9,63,G4,3275,0,3
2018,Singel,1016AC,1016AC,0,22,10,7,41,3x25,11162,7,5
2018,Singel,1016AC,1016AC,1,17,10,9,65,G4,2299,0,7
2018,Singel,1016AD,1016AD,0,52,10,9,50,1x25,3495,5,3
2018,Singel,1016AD,1016AD,1,45,10,9,91,G4,1218,0,4
2018,Singel,1016AE,1016AE,0,32,10,9,72,3x25,4507,7,6
2018,Singel,1016AE,1016AE,1,28,10,9,79,G4,3068,0,6
2018,Singel,1016AG,1016AG,0,18,10,7,28,1x25,5592,8,6
2018,Singel,1016AG,1016AG,1,14,10,9,79,G4,1929,0,7
2018,Singel,1016AH,1016AH,0,27,10,8,37,1x25,4145,4,2
2018,Singel,1016AH,1016AH,1,21,10,8,52,G4,2462,0,1
2018,Singel,1016AJ,1016AJ,0,11,10,9,55,1x35,3232,6,5
2018,Singel,1016AJ,1016AK,1,36,10,9,64,G4,1999,0,5
2018,Singel,1016AK,1016AK,0,35,10,9,54,3x25,5236,6,4
2018,Driekoningenstraat,1016AL,1016AL,0,29,10,9,52,1x35,1730,5,4
2018,Driekoningenstraat,1016AL,1016AL,1,26,10,9,96,G4,1152,0,4
2018,Gasthuismolensteeg,1016AM,1016AM,0,10,10,9,40,1x25,4626,3,1
2018,Gasthuismolensteeg,1016AM,1016AM,1,10,10,9,90,G4,981,0,1
2018,Gasthuismolensteeg,1016AN,1016AN,0,24,10,8,42,1x35,3223,5,2
2018,Gasthuismolensteeg,1016AN,1016AN,1,19,10,8,89,G4,1539,0,2
2018,Treeftsteeg,1016AP,1016AR,0,35,10,9,43,1x35,2101,5,4
2018,Treeftsteeg,1016AP,1016AR,1,30,10,9,90,G4,1291,0,4
2018,Wijde Heisteeg,1016AS,1016AS,0,17,10,9,35,1x35,6217,4,2
2018,Wijde Heisteeg,1016AS,1016AS,1,17,10,8,94,G4,924,0,1
2018,Dubbeleworststeeg,1016AT,1016AW,0,28,10,8,64,3x25,7316,3,1
2018,Dubbeleworststeeg,1016AT,1016AW,1,22,10,9,82,G4,2339,0,1
2018,Herengracht,1016AX,1016BC,0,37,10,8,65,3x25,3533,4,3
2018,Herengracht,1016AX,1016BC,1,32,10,8,75,G4,2002,0,2
2018,Oude Leliestraat,1016BD,1016BD,0,11,10,9,45,1x25,7699,4,1
2018,Oude Leliestraat,1016BD,1016BD,1,11,10,9,91,G4,2484,0,1
2018,Herengracht,1016BE,1016BE,0,64,10,8,59,3x25,5900,3,1
2018,Herengracht,1016BE,1016BE,1,56,10,9,88,G4,2455,0,0
2018,Herengracht,1016BG,1016BG,0,24,10,9,50,1x35,7113,7,6
2018,Herengracht,1016BG,1016BG,1,20,10,8,80,G4,3438,0,4
2018,Herengracht,1016BH,1016BH,0,34,10,8,59,3x25,3595,6,3
2018,Herengracht,1016BH,1016BH,1,27,10,9,70,G4,1678,0,4
2018,Herengracht,1016BJ,1016BJ,0,31,10,9,32,3x25,4794,2,1
2018,Herengracht,1016BJ,1016BJ,1,28,10,9,79,G4,1900,0,0
2018,Herengracht,1016BK,1016BK,0,20,10,7,60,3x25,2473,8,6
2018,Herengracht,1016BK,1016BK,1,15,10,8,67,G4,1455,0,7
