OBJECTNUMMER;Postcode4;Opp_m2;COORDS;LNG;LAT;
62;"1078";1136065;"POLYGON((4.886282 52.348466,4.89128 52.348221,4.895263 52.348005,4.896227 52.347959,4.904195 52.349067,4.905339 52.349221,4.909917 52.349862,4.91019 52.349235,4.910484 52.348754,4.910793 52.348381,4.911365 52.348467,4.912007 52.347232,4.90421 52.346145,4.903613 52.345847,4.902986 52.345375,4.896569 52.342972,4.892572 52.341589,4.89229 52.340837,4.891939 52.337827,4.891886 52.337611,4.891774 52.337446,4.891636 52.337314,4.891354 52.337107,4.890268 52.337672,4.889148 52.336655,4.888298 52.337071,4.887888 52.33725,4.887576 52.337372,4.886628 52.337682,4.886073 52.337831,4.885527 52.337951,4.885176 52.338018,4.884627 52.338108,4.88507 52.341234,4.885296 52.341225,4.886282 52.348466))";"4,8983159";"52,3432569";
63;"1034";2170966;"POLYGON((4.900789 52.402258,4.902115 52.403776,4.902409 52.404045,4.902683 52.404248,4.906054 52.406033,4.9063 52.406209,4.906473 52.406371,4.906614 52.406544,4.907314 52.407607,4.907375 52.407747,4.90739 52.40789,4.907373 52.407991,4.907331 52.408093,4.908503 52.40821,4.909041 52.408009,4.9106 52.40933,4.911065 52.410539,4.91141 52.411249,4.912012 52.411899,4.912077 52.413171,4.912718 52.415537,4.913533 52.416428,4.914328 52.41849,4.914532 52.418491,4.914587 52.418483,4.914621 52.418494,4.914651 52.418493,4.914708 52.418668,4.915016 52.418632,4.915503 52.418593,4.915696 52.418557,4.916133 52.418368,4.916309 52.418304,4.91675 52.418104,4.917398 52.417834,4.918103 52.417523,4.918202 52.417487,4.918482 52.417353,4.918974 52.417147,4.919674 52.416836,4.919886 52.416768,4.920127 52.416673,4.92027 52.416607,4.92043 52.416608,4.920456 52.4166,4.920521 52.416558,4.920554 52.41651,4.920686 52.416491,4.920803 52.41638,4.920897 52.416321,4.921106 52.416236,4.921267 52.416158,4.921458 52.416087,4.921938 52.415865,4.92206 52.4158,4.923462 52.415236,4.925083 52.414462,4.925185 52.414396,4.925476 52.414261,4.925501 52.414228,4.925544 52.414205,4.92578 52.414117,4.926881 52.41361,4.927312 52.413431,4.927604 52.413284,4.927876 52.413182,4.928109 52.413067,4.928386 52.412957,4.928778 52.41277,4.92892 52.412692,4.929203 52.412573,4.929475 52.412443,4.929588 52.412406,4.929657 52.412368,4.929867 52.41229,4.929935 52.412251,4.930096 52.412189,4.930262 52.41211,4.930343 52.412082,4.93039 52.412074,4.930411 52.411936,4.930721 52.411601,4.930512 52.411525,4.930313 52.411439,4.930127 52.411344,4.929956 52.411239,4.929799 52.411125,4.929657 52.411005,4.929468 52.410839,4.929026 52.410375,4.928546 52.409748,4.928186 52.409319,4.927221 52.408734,4.926843 52.408438,4.925754 52.407473,4.925591 52.407276,4.925406 52.407012,4.925246 52.406714,4.925155 52.406405,4.925152 52.405258,4.924983 52.404333,4.923801 52.402234,4.923102 52.401231,4.92288 52.400646,4.922719 52.400052,4.922532 52.39956,4.922439 52.399447,4.922311 52.399347,4.922195 52.399284,4.921544 52.399067,4.921423 52.399203,4.921328 52.399288,4.921266 52.39933,4.921185 52.399359,4.921129 52.399369,4.920907 52.399369,4.920806 52.399388,4.919914 52.399887,4.919768 52.399953,4.919618 52.400003,4.916498 52.400766,4.916099 52.40085,4.915657 52.400919,4.915439 52.400939,4.915289 52.400942,4.915153 52.400935,4.914836 52.400893,4.913998 52.400762,4.91375 52.40078,4.913578 52.400769,4.913463 52.400784,4.913323 52.40082,4.913264 52.400827,4.910672 52.400777,4.910152 52.40085,4.909803 52.400886,4.909274 52.400926,4.908921 52.40094,4.908872 52.401016,4.908798 52.401063,4.908338 52.401226,4.904078 52.402847,4.902517 52.401456,4.902304 52.401553,4.902306 52.40162,4.900789 52.402258))";"4,9157538";"52,40886585";
64;"1042";2488829;"MULTIPOLYGON(((4.82251 52.418683,4.822434 52.418641,4.823017 52.417576,4.823662 52.417626,4.824737 52.415148,4.825785 52.415318,4.825737 52.41511,4.825701 52.414819,4.825692 52.41457,4.82571 52.41432,4.82577 52.413991,4.825845 52.413746,4.825942 52.413503,4.826064 52.413266,4.826292 52.412883,4.826447 52.412714,4.826663 52.412426,4.827004 52.412017,4.827268 52.411735,4.827756 52.411274,4.827985 52.411081,4.82843 52.410739,4.828869 52.410453,4.829412 52.410145,4.829697 52.410005,4.834404 52.407895,4.837483 52.406586,4.842525 52.404333,4.844343 52.403491,4.848646 52.401415,4.849346 52.401099,4.847209 52.399324,4.846748 52.398929,4.846476 52.398685,4.846253 52.398469,4.845829 52.398013,4.845564 52.397693,4.845334 52.397387,4.845069 52.396988,4.844846 52.3966,4.844684 52.39628,4.844556 52.395991,4.844406 52.395583,4.844318 52.395296,4.843991 52.39525,4.843687 52.395224,4.843271 52.395133,4.84295 52.395053,4.842513 52.394925,4.842379 52.394908,4.842246 52.394874,4.841907 52.394754,4.841597 52.394635,4.841089 52.394415,4.840666 52.394203,4.841456 52.39482,4.841764 52.395076,4.840342 52.395539,4.83953 52.395795,4.839491 52.395974,4.838855 52.396166,4.838156 52.396388,4.837313 52.395434,4.835797 52.395426,4.835746 52.395023,4.835663 52.393776,4.829096 52.393768,4.829096 52.394738,4.828983 52.394794,4.82897 52.394823,4.829039 52.394823,4.829015 52.395861,4.826263 52.395873,4.826233 52.395878,4.826221 52.396109,4.824196 52.3961,4.824181 52.396366,4.823238 52.396361,4.823203 52.396382,4.823182 52.397963,4.823217 52.398027,4.823494 52.398188,4.823651 52.398199,4.823935 52.398157,4.830667 52.39819,4.830969 52.398395,4.831438 52.398446,4.831522 52.3982,4.833348 52.398373,4.833363 52.3982,4.834922 52.398207,4.835028 52.398274,4.835036 52.399754,4.823233 52.399764,4.823142 52.400592,4.823146 52.401325,4.835036 52.401405,4.835032 52.40268,4.822699 52.402684,4.822628 52.402727,4.822364 52.40319,4.821908 52.404109,4.82144 52.404955,4.82144 52.405014,4.821482 52.405034,4.822907 52.405041,4.82648 52.40502,4.831929 52.405021,4.835006 52.405043,4.835 52.405488,4.834622 52.405635,4.834873 52.40599,4.834649 52.40609,4.834042 52.405872,4.831846 52.406792,4.825768 52.406854,4.823618 52.406827,4.822549 52.406846,4.822551 52.40674,4.821315 52.406759,4.820895 52.406946,4.819339 52.410033,4.817119 52.414277,4.816459 52.414423,4.815078 52.417264,4.813786 52.419744,4.813753 52.419855,4.813792 52.419928,4.813872 52.419986,4.814005 52.420049,4.814187 52.420056,4.815374 52.419905,4.820798 52.419167,4.820915 52.419145,4.821044 52.419076,4.821399 52.418729,4.821544 52.418697,4.822113 52.41862,4.822231 52.418612,4.822349 52.418629,4.82251 52.418683)),((4.826145 52.418473,4.823785 52.418793,4.823877 52.418805,4.824269 52.419186,4.8244 52.419244,4.824611 52.419277,4.82477 52.419278,4.825512 52.419184,4.825709 52.419129,4.825856 52.419049,4.825981 52.418944,4.826145 52.418473)))";"4,83154865";"52,40691085";
65;"1059";785237;"POLYGON((4.842633 52.35207,4.845547 52.352093,4.845557 52.351575,4.850398 52.351605,4.850408 52.351022,4.851671 52.351027,4.85237 52.350944,4.851561 52.34844,4.851278 52.347821,4.851165 52.347636,4.850574 52.346762,4.849062 52.343793,4.848815 52.343432,4.848181 52.34276,4.847645 52.342187,4.847417 52.341839,4.847098 52.341309,4.846866 52.340826,4.846827 52.340637,4.846793 52.340293,4.846787 52.339721,4.846803 52.339491,4.846972 52.33814,4.846856 52.338131,4.846853 52.338139,4.846664 52.338126,4.846666 52.338117,4.846521 52.338105,4.846516 52.338112,4.846413 52.338097,4.846015 52.338073,4.84601 52.338062,4.845994 52.338063,4.845991 52.338075,4.84595 52.338067,4.845705 52.338058,4.845299 52.338064,4.844891 52.338092,4.844547 52.338137,4.844288 52.338187,4.844017 52.338256,4.843716 52.338351,4.843357 52.338498,4.843177 52.338588,4.842912 52.338754,4.842728 52.338891,4.842509 52.339092,4.842351 52.339274,4.842206 52.339488,4.842092 52.339717,4.842008 52.339976,4.841884 52.340609,4.841706 52.341749,4.84153 52.343189,4.841521 52.343198,4.84152 52.343267,4.841505 52.343267,4.841496 52.343425,4.841518 52.343429,4.841515 52.343496,4.841505 52.343496,4.841506 52.343751,4.841527 52.344091,4.841646 52.345058,4.841663 52.345362,4.841636 52.345404,4.841637 52.345428,4.84166 52.345475,4.841725 52.345521,4.841785 52.345539,4.841947 52.345555,4.841944 52.345974,4.840988 52.346019,4.840996 52.34658,4.841022 52.347002,4.841132 52.347694,4.841189 52.347936,4.841342 52.348408,4.841425 52.34862,4.841752 52.349339,4.842007 52.349863,4.842257 52.35044,4.84248 52.351138,4.842569 52.351538,4.842633 52.35207))";"4,846678";"52,3450746";
66;"1060";1415272;"MULTIPOLYGON(((4.775174 52.356648,4.774045 52.355692,4.773844 52.355537,4.773482 52.355294,4.773168 52.355116,4.772745 52.354914,4.772489 52.354819,4.773847 52.354282,4.773715 52.354151,4.774281 52.353919,4.774398 52.354056,4.77902 52.352206,4.778274 52.35147,4.778002 52.351295,4.777058 52.350575,4.775591 52.349124,4.776803 52.348631,4.78004 52.351798,4.785205 52.34973,4.787959 52.352317,4.791667 52.350775,4.792018 52.350538,4.792332 52.350264,4.789489 52.347568,4.786176 52.344465,4.781424 52.346412,4.780811 52.345841,4.771748 52.349553,4.761043 52.353757,4.765422 52.3575,4.767121 52.358941,4.773153 52.356261,4.774182 52.357105,4.775174 52.356648)),((4.79603 52.346888,4.795493 52.346127,4.793233 52.34374,4.79294 52.343812,4.79228 52.343095,4.791476 52.3423,4.787364 52.343972,4.791336 52.347629,4.793634 52.349829,4.793957 52.349289,4.793004 52.348143,4.795653 52.347005,4.79603 52.346888)))";"4,77853555";"52,35061925";
67;"1061";1122204;"POLYGON((4.8367 52.376345,4.837325 52.377826,4.837464 52.37816,4.837463 52.378184,4.837615 52.378534,4.837631 52.378531,4.837659 52.378598,4.837652 52.378599,4.837682 52.378669,4.837645 52.378664,4.837811 52.37906,4.837823 52.379058,4.837854 52.379132,4.837873 52.379129,4.837877 52.379136,4.838116 52.37971,4.838107 52.379712,4.838202 52.379957,4.838208 52.37997,4.838224 52.379967,4.838313 52.380175,4.838296 52.380178,4.838442 52.380526,4.838446 52.380536,4.838461 52.380534,4.838546 52.380739,4.838529 52.380742,4.838677 52.381094,4.838693 52.381091,4.838775 52.381279,4.838782 52.381298,4.838764 52.381302,4.838897 52.381616,4.838915 52.381613,4.838945 52.381683,4.838922 52.381686,4.838968 52.381787,4.838949 52.381791,4.839086 52.382115,4.839098 52.382113,4.839131 52.382192,4.839138 52.382191,4.839265 52.382587,4.839279 52.382585,4.839374 52.383053,4.839387 52.383052,4.839405 52.383158,4.83939 52.383159,4.83944 52.383552,4.839453 52.383551,4.839461 52.383622,4.839445 52.383622,4.839456 52.383791,4.839447 52.384034,4.83946 52.384035,4.839419 52.384423,4.839445 52.384424,4.839417 52.38458,4.839361 52.38458,4.839257 52.38501,4.839836 52.385028,4.843294 52.385093,4.843933 52.385081,4.844579 52.385095,4.844762 52.381826,4.844803 52.380875,4.8448 52.380597,4.844762 52.380138,4.844729 52.379906,4.844673 52.379597,4.844625 52.379409,4.84445 52.378834,4.843011 52.375356,4.842642 52.374449,4.842407 52.373726,4.842336 52.373443,4.84224 52.37298,4.842137 52.372233,4.843038 52.372207,4.843028 52.371903,4.842855 52.371905,4.842854 52.371871,4.842799 52.371855,4.84272 52.370921,4.842572 52.369999,4.842562 52.369821,4.842569 52.36958,4.842154 52.369574,4.842315 52.364137,4.83388 52.364049,4.833851 52.366383,4.833887 52.367124,4.833973 52.367862,4.834359 52.370099,4.834419 52.37037,4.834548 52.370905,4.834694 52.371439,4.834944 52.372126,4.83528 52.372933,4.835251 52.372938,4.835426 52.373355,4.835441 52.373353,4.835478 52.373443,4.835493 52.373443,4.8367 52.376345))";"4,8393259";"52,37456985";
68;"1067";9163288;"POLYGON((4.75896 52.384112,4.787352 52.38437,4.794225 52.384439,4.801944 52.384526,4.807091 52.384593,4.812009 52.384648,4.812171 52.380557,4.810099 52.380527,4.809385 52.380361,4.809428 52.379511,4.809383 52.37924,4.807585 52.372432,4.807457 52.371872,4.807103 52.371442,4.806487 52.371108,4.80599 52.370823,4.805584 52.370497,4.806114 52.369549,4.807539 52.36691,4.803212 52.366038,4.802648 52.36693,4.801477 52.366692,4.802013 52.365799,4.795326 52.364434,4.785783 52.362538,4.785518 52.362476,4.784999 52.362335,4.784745 52.362256,4.784252 52.362083,4.783782 52.361889,4.783333 52.361676,4.783119 52.361562,4.782709 52.361321,4.782514 52.361194,4.782328 52.361063,4.781978 52.36079,4.780832 52.359732,4.778795 52.357811,4.778607 52.357646,4.77829 52.357425,4.778125 52.357331,4.778013 52.35728,4.777878 52.357236,4.777728 52.357204,4.777577 52.357187,4.777516 52.357185,4.777286 52.357218,4.776492 52.357364,4.776258 52.357361,4.776102 52.357341,4.776029 52.357323,4.775901 52.357274,4.775733 52.357165,4.775174 52.356648,4.774182 52.357105,4.773153 52.356261,4.767121 52.358941,4.765422 52.3575,4.761043 52.353757,4.757337 52.355198,4.75666 52.355514,4.756113 52.355824,4.755691 52.356145,4.75532 52.356532,4.755111 52.356827,4.754948 52.357214,4.754844 52.357903,4.75491 52.358379,4.755104 52.359029,4.75548 52.360387,4.75649 52.363894,4.757991 52.369234,4.758482 52.371088,4.758582 52.371589,4.758604 52.372212,4.758574 52.37275,4.758525 52.373254,4.758388 52.37401,4.758054 52.37506,4.757537 52.376183,4.756994 52.377041,4.756442 52.377758,4.757264 52.377973,4.759132 52.379324,4.758994 52.383663,4.75896 52.384112))";"4,7835066";"52,3692007";
69;"1071";1393542;"POLYGON((4.864382 52.35901,4.864763 52.35912,4.864661 52.359255,4.865181 52.359393,4.8654 52.35913,4.865711 52.359214,4.8658 52.35909,4.868152 52.359636,4.868645 52.359762,4.869958 52.360116,4.870061 52.359976,4.871247 52.360276,4.871303 52.360195,4.871476 52.36024,4.871276 52.360534,4.87139 52.360562,4.871541 52.360349,4.871846 52.360344,4.87218 52.360401,4.872455 52.360469,4.873017 52.360638,4.873291 52.360744,4.873499 52.360729,4.873608 52.360744,4.873728 52.360777,4.873789 52.3608,4.873828 52.360848,4.873858 52.360969,4.874019 52.361011,4.874076 52.360974,4.874159 52.360957,4.874253 52.360924,4.874395 52.36092,4.874779 52.361287,4.874932 52.361279,4.875157 52.361327,4.875267 52.361192,4.875343 52.361214,4.875712 52.360956,4.875602 52.360811,4.875826 52.360762,4.875869 52.360709,4.876185 52.360799,4.876259 52.36073,4.876496 52.360792,4.876566 52.36069,4.876556 52.360673,4.876594 52.360619,4.876625 52.360605,4.876634 52.360573,4.876953 52.360653,4.876933 52.360681,4.877036 52.360707,4.877021 52.36073,4.876984 52.360728,4.876968 52.360752,4.876916 52.360766,4.876889 52.360759,4.876748 52.360961,4.877197 52.361088,4.877359 52.360856,4.877388 52.360864,4.877454 52.360773,4.878586 52.361086,4.880603 52.361624,4.882097 52.362049,4.882292 52.361976,4.882495 52.361932,4.882634 52.36192,4.883642 52.361903,4.883849 52.36188,4.884056 52.361839,4.884245 52.361783,4.884423 52.361711,4.887389 52.360225,4.886964 52.359917,4.886795 52.359593,4.886604 52.357259,4.886582 52.356846,4.886698 52.355287,4.886778 52.354404,4.886785 52.353931,4.886772 52.353372,4.886678 52.353235,4.886599 52.353094,4.886515 52.352872,4.886498 52.35274,4.886487 52.351899,4.886527 52.350649,4.886282 52.348466,4.884783 52.349549,4.883684 52.350359,4.873547 52.352167,4.873 52.352207,4.871924 52.35221,4.87086 52.35211,4.870566 52.352064,4.870409 52.352532,4.870076 52.352997,4.869795 52.353175,4.869043 52.354156,4.868915 52.354359,4.868163 52.355313,4.867979 52.355261,4.86764 52.355844,4.867598 52.355899,4.867527 52.355956,4.867402 52.356014,4.8673 52.356021,4.867199 52.356009,4.867135 52.356096,4.865547 52.358832,4.864539 52.358794,4.864382 52.35901))";"4,8758845";"52,35525605";
70;"1015";736046;"POLYGON((4.881666 52.384172,4.882536 52.383916,4.88261 52.383885,4.882936 52.383694,4.883066 52.383512,4.889847 52.379723,4.890238 52.379592,4.891719 52.379263,4.892009 52.379258,4.893525 52.378937,4.893684 52.378894,4.894003 52.378758,4.893914 52.378688,4.892082 52.377024,4.891181 52.376184,4.889673 52.374813,4.889303 52.374454,4.888005 52.374832,4.887849 52.374723,4.884289 52.375945,4.883568 52.375167,4.883182 52.375234,4.876915 52.373813,4.876866 52.373795,4.876926 52.373896,4.876926 52.373953,4.876772 52.373945,4.875514 52.374069,4.875606 52.37449,4.877688 52.377865,4.8781 52.378392,4.879861 52.381212,4.879872 52.381275,4.879854 52.381333,4.879631 52.38158,4.879589 52.381655,4.879572 52.381732,4.879577 52.381802,4.879597 52.381857,4.879639 52.381924,4.879704 52.381992,4.879809 52.382061,4.880101 52.382177,4.880333 52.382298,4.880486 52.382404,4.880651 52.382558,4.880761 52.382701,4.881666 52.384172))";"4,88475745";"52,37898155";
71;"1096";2906872;"POLYGON((4.918635 52.341681,4.918463 52.342232,4.918329 52.34253,4.918042 52.342471,4.917749 52.342458,4.916919 52.342547,4.916239 52.342656,4.915952 52.342734,4.915677 52.342908,4.914789 52.343697,4.914502 52.344062,4.913892 52.345165,4.914447 52.345494,4.914299 52.345755,4.915055 52.345862,4.916139 52.34514,4.917253 52.345427,4.917878 52.344266,4.918886 52.343773,4.919232 52.34362,4.919295 52.343602,4.919375 52.343596,4.919442 52.343602,4.919504 52.343619,4.91958 52.343657,4.919785 52.343558,4.919908 52.343427,4.920078 52.343292,4.920195 52.343217,4.920448 52.343085,4.920469 52.343044,4.920472 52.342759,4.920613 52.342747,4.920746 52.342715,4.921296 52.34249,4.928635 52.339122,4.928918 52.339023,4.929144 52.338967,4.942599 52.336516,4.94173 52.336403,4.941714 52.335528,4.940374 52.335599,4.939967 52.335612,4.939683 52.335603,4.939536 52.335588,4.939404 52.335563,4.939033 52.335467,4.938828 52.335392,4.938508 52.335303,4.938336 52.335284,4.938156 52.335234,4.93792 52.335088,4.937713 52.334999,4.937346 52.334866,4.936521 52.334587,4.935633 52.33551,4.934229 52.335492,4.928502 52.336551,4.926778 52.33596,4.926952 52.335772,4.925782 52.335368,4.925502 52.335379,4.924809 52.33538,4.924574 52.335399,4.923774 52.335438,4.923777 52.335263,4.92376 52.334951,4.923735 52.334807,4.923686 52.334626,4.923639 52.334503,4.923521 52.334252,4.923416 52.334085,4.9233 52.333935,4.923092 52.333708,4.922802 52.333455,4.922621 52.333324,4.922448 52.333212,4.922559 52.33308,4.921684 52.332757,4.920376 52.332354,4.919598 52.332162,4.91691 52.33136,4.914578 52.330759,4.914184 52.330673,4.913822 52.330611,4.913392 52.330554,4.91294 52.330507,4.91389 52.324548,4.91213 52.324253,4.911596 52.324203,4.911298 52.324158,4.911109 52.324094,4.910959 52.32401,4.910343 52.323562,4.910788 52.323304,4.911235 52.323008,4.91136 52.322895,4.911332 52.322821,4.910966 52.322257,4.910769 52.32198,4.910739 52.32191,4.910782 52.321884,4.91124 52.321729,4.912496 52.32125,4.912554 52.321215,4.912547 52.321171,4.912568 52.321131,4.912704 52.321058,4.91429 52.320404,4.913545 52.319549,4.913342 52.319283,4.912385 52.318244,4.911125 52.318263,4.910759 52.318275,4.910566 52.318267,4.9099 52.318259,4.909898 52.31856,4.909884 52.318776,4.909704 52.318983,4.909146 52.319329,4.908961 52.319415,4.907886 52.319797,4.90555 52.320464,4.905106 52.320629,4.903515 52.321333,4.902756 52.321587,4.902527 52.321649,4.90154 52.321816,4.900889 52.321886,4.900578 52.321893,4.899269 52.321854,4.898567 52.321867,4.898148 52.322014,4.896858 52.322591,4.896508 52.322797,4.8963 52.323005,4.896119 52.32325,4.89598 52.323558,4.895871 52.323914,4.89589 52.324169,4.896057 52.324598,4.896869 52.325992,4.897379 52.326998,4.89776 52.327666,4.898069 52.32812,4.899267 52.32918,4.899623 52.329758,4.899718 52.33001,4.899747 52.330223,4.89977 52.330685,4.899743 52.330892,4.899148 52.331747,4.899154 52.332045,4.899239 52.332283,4.89931 52.332387,4.899578 52.332671,4.899743 52.332791,4.899992 52.332898,4.900304 52.332968,4.900687 52.333022,4.901066 52.333041,4.901427 52.333029,4.902356 52.332924,4.902753 52.332912,4.904397 52.333118,4.904753 52.333219,4.905242 52.333432,4.906133 52.333895,4.906911 52.334438,4.907235 52.335158,4.907474 52.335454,4.908249 52.335367,4.908567 52.33573,4.908535 52.335819,4.907704 52.336094,4.90777 52.336541,4.908102 52.336451,4.908479 52.336955,4.907981 52.33698,4.907851 52.337079,4.90801 52.337273,4.908354 52.337622,4.908917 52.337893,4.910688 52.33861,4.911307 52.338765,4.911639 52.338759,4.911887 52.338713,4.912837 52.33895,4.912892 52.339027,4.913581 52.339216,4.914162 52.33948,4.914549 52.339693,4.914798 52.339885,4.915002 52.34009,4.915613 52.340323,4.916137 52.340482,4.916877 52.340552,4.916972 52.340625,4.91722 52.340902,4.917232 52.341027,4.917026 52.34116,4.917433 52.341416,4.9177 52.341297,4.918635 52.341681),(4.911595 52.318257,4.911551 52.318258,4.911659 52.318256,4.911595 52.318257))";"4,919234";"52,3320531";
72;"1018";2061779;"POLYGON((4.913454 52.371603,4.914026 52.371841,4.915021 52.372171,4.914872 52.372342,4.915389 52.372515,4.916655 52.373137,4.915899 52.373567,4.914407 52.373201,4.913254 52.37495,4.914549 52.375836,4.914598 52.376096,4.921208 52.375085,4.92365 52.374749,4.927102 52.373558,4.927697 52.373907,4.92855 52.373673,4.929402 52.373467,4.929855 52.373338,4.930191 52.373218,4.93055 52.373069,4.930879 52.372913,4.931178 52.372743,4.931475 52.372549,4.931749 52.372342,4.931974 52.372149,4.932118 52.37197,4.93218 52.37195,4.932258 52.371955,4.932396 52.371777,4.932332 52.371742,4.93232 52.371724,4.932325 52.371691,4.932506 52.371497,4.932628 52.371271,4.932768 52.370895,4.932783 52.370712,4.932817 52.370685,4.93285 52.370675,4.932895 52.370676,4.9329 52.370658,4.932914 52.370659,4.932973 52.3704,4.932903 52.370358,4.932919 52.370041,4.93295 52.369897,4.932901 52.369419,4.932832 52.369087,4.932754 52.368852,4.932583 52.368479,4.932093 52.36766,4.932115 52.367656,4.932111 52.367617,4.932128 52.367594,4.93219 52.367562,4.931586 52.366562,4.92752 52.366494,4.927337 52.366482,4.927136 52.366453,4.926978 52.366415,4.926861 52.366379,4.92671 52.366318,4.92659 52.366256,4.925602 52.365658,4.924779 52.365241,4.922313 52.363752,4.922194 52.363672,4.922072 52.363611,4.921944 52.363562,4.921762 52.363513,4.921539 52.363478,4.921072 52.363421,4.920385 52.363364,4.920223 52.363332,4.920067 52.363288,4.919879 52.363215,4.919727 52.363134,4.919386 52.362856,4.919033 52.362549,4.918855 52.362439,4.918688 52.362357,4.918405 52.362253,4.918099 52.362178,4.917766 52.362133,4.91642 52.362082,4.91626 52.362064,4.91598 52.362017,4.91577 52.36197,4.91508 52.361779,4.914036 52.361488,4.912839 52.36135,4.911765 52.361239,4.911639 52.361217,4.911491 52.361173,4.911379 52.361123,4.911307 52.36108,4.911188 52.360985,4.911057 52.360899,4.910838 52.360788,4.910566 52.360689,4.910396 52.360644,4.910245 52.360614,4.909961 52.360579,4.909663 52.36057,4.909367 52.36059,4.909038 52.360644,4.908813 52.360653,4.908548 52.360632,4.908321 52.360582,4.907974 52.360492,4.907784 52.360424,4.907645 52.360363,4.907509 52.360293,4.907379 52.360212,4.907103 52.359997,4.906922 52.359869,4.906642 52.359717,4.906505 52.359657,4.906171 52.359543,4.905975 52.359491,4.905401 52.359385,4.905356 52.359471,4.905188 52.35949,4.905107 52.359526,4.905 52.359688,4.902643 52.364436,4.902458 52.364731,4.901933 52.365753,4.901837 52.365883,4.905631 52.366605,4.906035 52.366718,4.906371 52.366881,4.906546 52.366977,4.907104 52.367335,4.909685 52.369061,4.910037 52.369308,4.911127 52.36996,4.913413 52.37146,4.913454 52.371603))";"4,9174039";"52,3677396";
